transaction_id,transaction_date,customer_id,product_id,store_id,employee_id,quantity,discount_percent,payment_method,order_status
TXN000670,2025-01-18,CUST0015,PROD0002,ST005,EMP015,5,26,Cash,Completed
TXN004236,2025-05-28,CUST0087,PROD0044,ST002,EMP012,2,,Cash,Cancelled
TXN003005,2025-12-27,CUST0050,PROD0040,ST004,EMP009,4,14,Khalti,Completed
TXN000912,2025-04-07,CUST0020,PROD0054,ST005,EMP015,1,25,Cash,Completed
TXN001029,2025-03-08,CUST0003,PROD0016,ST001,EMP006,6,13,Card,Completed
TXN004370,2025-09-16,CUST0074,PROD0008,ST001,EMP006,7,11,CARD,Completed
TXN004134,2025-12-21,CUST0092,PROD0058,ST002,EMP007,4,9,Card,Completed
TXN003317,2025-08-31,CUST0052,PROD0040,ST005,EMP015,8,21,Bank Transfer,Completed
TXN000686,2025-12-23,CUST0055,PROD0023,ST003,EMP013,4,28,eSewa,Returned
TXN002721,2025-05-02,CUST0100,PROD0049,ST002,EMP002,4,28,eSewa,Returned
TXN000360,2025-02-27,CUST0055,PROD0045,ST003,EMP003,2,13,Cash,Completed
TXN000224,2025-05-26,CUST0040,PROD0015,ST003,EMP013,8,26,card,Completed
TXN000246,2025-06-04,CUST0077,PROD0002,ST005,EMP010,1,27,eSewa,Completed
TXN003722,2025-11-04,CUST0077,PROD0021,ST002,EMP002,7,14,Card,Completed
TXN001908,2025-08-16,CUST0076,PROD0012,ST005,EMP015,2,30,Khalti,Completed
TXN002974,2025-11-24,CUST0040,PROD0056,ST005,EMP010,7,3,Khalti,Completed
TXN001019,2025-06-22,CUST0059,PROD0011,ST001,EMP011,1,,Cash,Cancelled
TXN003030,2025-08-11,CUST0032,PROD0033,ST005,EMP010,8,7,Cash,Cancelled
TXN000238,2025-05-15,CUST0020,PROD0029,ST002,EMP017,6,16,Khalti,cancelled
TXN001112,2025-03-11,CUST0080,PROD0047,ST004,EMP004,6,24,Khalti,Completed
TXN003239,2025-06-16,CUST0061,PROD0024,ST003,EMP013,2,21,Khalti,Completed
TXN002205,2025-04-06,CUST0041,PROD0020,ST005,EMP005,3,3,Cash,Completed
TXN003571,2025-11-10,CUST0077,PROD0039,ST003,EMP008,8,24,Card,Returned
TXN002823,2025-05-15,CUST0070,PROD0056,ST004,EMP014,5,22,Khalti,Cancelled
TXN002213,2025-12-30,CUST0061,PROD0033,ST003,EMP003,3,4,Khalti,Returned
TXN000486,2025-04-22,CUST0090,PROD0047,ST003,EMP003,8,3,eSewa,Completed
TXN000939,2025-07-17,CUST0075,PROD0056,ST004,EMP014,8,2,Khalti,Cancelled
TXN003020,2025-06-15,CUST0023,PROD0024,ST001,EMP006,4,8,Cash,Completed
TXN003303,2025-06-17,CUST0087,PROD0021,ST005,EMP010,4,10,eSewa,Completed
TXN004675,2025-04-13,CUST0025,PROD0003,ST002,EMP002,1,18,CASH,Cancelled
TXN004411,2025-03-04,CUST0019,PROD0026,ST001,EMP011,7,13,Bank Transfer,Completed
TXN000304,2025-03-28,CUST0008,PROD0041,ST004,EMP009,1,23,Bank Transfer,Completed
TXN001966,2025-02-26,CUST0006,PROD0015,ST002,EMP012,1,12,Bank Transfer,Completed
TXN000805,2025-08-21,CUST0052,PROD0029,ST004,EMP019,5,8,Bank Transfer,Completed
TXN001253,2025-06-27,CUST0038,PROD0017,ST005,EMP020,3,21,Card,Completed
TXN003904,2025-03-24,CUST0090,PROD0026,ST001,EMP011,3,6,Khalti,CANCELLED
TXN004458,2025-10-23,CUST0097,PROD0054,ST001,EMP001,6,0,Cash,Completed
TXN003748,2025-02-19,CUST0097,PROD0005,ST001,EMP006,3,2,Card,completed
TXN003205,2025-12-15,CUST0029,PROD0012,ST005,EMP005,4,17,Khalti,Completed
TXN003206,2025-11-19,CUST0088,PROD0030,ST003,EMP013,6,8,Bank Transfer,Completed
TXN001017,2025-02-07,CUST0066,PROD0055,ST002,EMP002,4,16,Bank Transfer,Completed
TXN002848,2025-01-24,CUST0037,PROD0013,ST005,EMP020,1,12,Cash,Completed
 TXN001580 ,2025-11-28,CUST0013,PROD0010,ST003,EMP018,7,3,Bank Transfer,completed
TXN000331,2025-08-27,CUST0008,PROD0018,ST004,EMP019,8,7,eSewa,Returned
TXN004386,2025-08-13,CUST0066,PROD0041,ST003,EMP013,1,28,Cash,Returned
TXN004579,2025-06-09,CUST0088,PROD0001,ST002,EMP017,3,1,Card,Completed
TXN001595,2025-03-06,CUST0095,PROD0009,ST001,EMP001,7,7,Card,Completed
TXN002190,2025-09-13,CUST0090,PROD0005,ST003,EMP018,2,17,Card,Completed
TXN000846,2025-12-04,CUST0038,PROD0001,ST004,EMP004,6,26,Card,Completed
TXN003072,2025-07-24,CUST0007,PROD0019,ST004,EMP004,8,15,Bank Transfer,Completed
TXN002565,2025-05-12,CUST0086,PROD0055,ST002,EMP007,6,13,Khalti,Completed
TXN003188,2025-07-09,CUST0002,PROD0020,ST005,EMP010,1,0,eSewa,Completed
TXN001734,2025-10-15,CUST0065,PROD0013,ST004,EMP009,4,20,Bank Transfer,Completed
TXN001323,2025-11-02,CUST0014,PROD0038,ST003,EMP013,6,,eSewa,Completed
TXN002731,2025-10-13,CUST0029,PROD0029,ST001,EMP011,3,23,Bank Transfer,Completed
TXN000963,2025-12-06,CUST0080,PROD0031,ST001,EMP006,2,1,Khalti,Completed
TXN004508,2025-12-12,CUST0051,PROD0026,ST003,EMP003,2,,Card,Completed
TXN002719,2025-06-13,CUST0008,PROD0021,ST001,EMP001,5,7,Khalti,Completed
TXN002052,2025-10-05,CUST0050,PROD0047,ST001,EMP011,1,26,Khalti,Completed
TXN004342,2025-11-27,CUST0016,PROD0035,ST002,EMP002,8,17,Cash,Cancelled
TXN000381,2025-03-24,CUST0035,PROD0053,ST004,EMP014,5,7,Cash,Completed
TXN004440,2025-01-19,CUST0090,PROD0044,ST005,EMP020,8,20,Cash,Completed
TXN002245,2025-11-04,CUST0088,PROD0008,ST003,EMP018,3,29,Cash,Completed
TXN003898,2025-04-13,CUST0037,PROD0051,ST002,EMP017,3,20,Bank Transfer,Cancelled
TXN002087,2025-03-06,CUST0096,PROD0041,ST003,EMP008,3,25,Khalti,Completed
TXN002887,2025-11-10,CUST0050,PROD0040,ST001,EMP001,8,26,Card,Cancelled
TXN002776,2025-07-17,CUST0050,PROD0048,ST003,EMP003,7,3,Khalti,Completed
TXN001479,2025-10-15,CUST0008,PROD0017,ST005,EMP015,7,17,Khalti,cancelled
TXN002040,2025-02-01,CUST0025,PROD0037,ST004,EMP014,5,0,Bank Transfer,Completed
TXN004277,2025-03-13,CUST0009,PROD0043,ST003,EMP018,5,27,eSewa,Completed
TXN004203,2025-07-15,CUST0038,PROD0006,ST002,EMP012,5,3,eSewa,Completed
TXN000421,2025-06-24,CUST0029,PROD0032,ST003,EMP018,6,17,eSewa,Completed
TXN003726,2025-04-06,CUST0064,PROD0024,ST001,EMP006,1,17,Bank Transfer ,Completed
 TXN000577,2025-08-06,CUST0049,PROD0047,ST005,EMP005,6,18,Cash,Completed
TXN001138,2025-05-19,CUST0064,PROD0044,ST002,EMP017,3,28,Bank Transfer,Completed
TXN003227,2025-05-19,CUST0090,PROD0057,ST005,EMP005,4,15,Khalti,Returned
TXN001367,2025-11-15,CUST0054,PROD0007,ST001,EMP006,1,16,Khalti,Completed
TXN001902,NaT,CUST0015,PROD0050,ST001,EMP011,5,18,eSewa,Cancelled
TXN001100,2025-10-17,CUST0092,PROD0047,ST005,EMP015,3,10,Card,Completed
TXN000883,2025-06-24,CUST0077,PROD0009,ST004,EMP004,6,11,Bank Transfer,Completed
TXN001045,2025-01-21,CUST0034,PROD0019,ST002,EMP017,2,0,Bank Transfer,Completed
TXN003475,2025-12-21,CUST0087,PROD0034,ST001,EMP016,8,13,Khalti,Completed
TXN001018,2025-03-13,CUST0063,PROD0055,ST004,EMP014,4,4,Bank Transfer,Completed
TXN000491,2025-01-15,CUST0026,PROD0006,ST003,EMP008,1,21,Cash,Completed
TXN000156,2025-06-01,CUST0033,PROD0042,ST004,EMP004,5,5,Cash,Completed
TXN000140,2025-03-30,CUST0061,PROD0059,ST001,EMP001,1,30,eSewa,Cancelled
  TXN001786  ,2025-12-05,CUST0084,PROD0038,ST002,EMP002,5,17,Khalti,Completed
  TXN004441  ,2025-05-09,CUST0060,PROD0018,ST005,EMP015,4,18,Khalti,Completed
TXN002242,2025-02-28,CUST0088,PROD0056,ST004,EMP004,7,18,Khalti,Completed
TXN004415,2025-08-11,CUST0004,PROD0054,ST003,EMP003,2,27,Cash,Completed
TXN004589,2025-04-28,CUST0096,PROD0004,ST005,EMP020,4,9,khaLTi,Completed
TXN002084,2025-07-13,CUST0019,PROD0034,ST001,EMP016,1,16,Khalti,Completed
TXN001420,2025-10-10,CUST0016,PROD0021,ST004,EMP014,6,27,Cash,Completed
TXN003519,2025-05-24,CUST0028,PROD0040,ST001,EMP016,4,3,Khalti,coMplETeD
TXN001574,2025-11-15,CUST0044,PROD0037,ST002,EMP012,1,7,Card,Completed
TXN002304,2025-09-23,CUST0037,PROD0042,ST003,EMP013,5,11,eSewa,Completed
TXN002450,2025-10-17,CUST0025,PROD0014,ST001,EMP016,2,19,Cash,Completed
TXN003754,2025-08-19,CUST0060,PROD0002,ST001,EMP011,1,22,Card,Completed
TXN004270,2025-02-01,CUST0061,PROD0027,ST004,EMP009,6,7,eSewa,Completed
TXN001811,2025-12-12,CUST0030,PROD0007,ST003,EMP008,3,21,Khalti,Completed
TXN004033,2025-11-29,CUST0062,PROD0044,ST004,EMP014,5,14,eSewa,Completed
TXN000150,2025-09-24,CUST0039,PROD0019,ST002,EMP002,6,4,eSewa,Completed
TXN002832,2025-04-28,CUST0081,PROD0003,ST004,EMP004,3,14,Khalti,Completed
TXN003388,2025-07-04,CUST0040,PROD0059,ST005,EMP005,8,30,eSewa,Completed
TXN000934,2025-10-26,CUST0059,PROD0060,ST001,EMP016,5,8,Cash,Completed
TXN003984,2025-07-16,CUST0094,PROD0048,ST003,EMP018,3,22,Khalti,Cancelled
TXN004028,2025-04-07,CUST0073,PROD0018,ST004,EMP014,7,23,Bank Transfer,Completed
TXN003488,2025-03-04,CUST0043,PROD0033,ST004,EMP019,7,28,Khalti,Completed
TXN003461,2025-01-11,CUST0007,PROD0024,ST002,EMP002,3,3,Card,Completed
TXN002516,2025-11-04,CUST0074,PROD0031,ST001,EMP016,4,15,eSewa,CAnCELled
TXN002471,2025-08-07,CUST0047,PROD0006,ST005,EMP020,6,21,eSewa,Completed
TXN002373,2025-09-25,CUST0055,PROD0027,ST003,EMP018,7,30,Khalti,Completed
TXN001011,2025-03-30,CUST0003,PROD0043,ST004,EMP019,3,5,Card,Completed
TXN004228,,CUST0095,PROD0038,ST001,EMP001,8,19,Khalti,Completed
TXN001550,2025-10-20,CUST0028,PROD0038,ST002,EMP017,8,22,eSewa,Returned
TXN000944,2025-04-28,CUST0005,PROD0025,ST002,EMP007,2,19,Bank Transfer,Completed
TXN003423,2025-02-19,CUST0073,PROD0035,ST001,EMP001,1,,eSewa,Returned
TXN001695,2025-08-29,CUST0015,PROD0006,ST004,EMP014,7,22,Bank Transfer,Completed
TXN002180,2025-10-31,CUST0086,PROD0053,ST004,EMP004,4,17,Khalti,Completed
TXN001714,2025-12-02,CUST0031,PROD0021,ST002,EMP007,4,26,Card,Completed
TXN002944,2025-07-19,CUST0056,PROD0054,ST005,EMP020,2,8,eSewa,Completed
TXN001745,2025-02-25,CUST0018,PROD0031,ST004,EMP014,7,8,Khalti,Completed
TXN001723,2025-06-16,CUST0011,PROD0026,ST003,EMP013,3,19,bank transfer,Returned
TXN002779,2025-02-14,CUST0029,PROD0024,ST004,EMP014,8,5,eSewa,Completed
TXN004594,2025-05-24,CUST0031,PROD0049,ST005,EMP010,7,12,Card,Completed
TXN001119,2025-03-23,CUST0044,PROD0021,ST004,EMP004,1,9,Cash,completed
TXN004906,2025-09-29,CUST0044,PROD0042,ST005,EMP010,7,20,Khalti,Completed
TXN004656,2025-08-09,CUST0031,PROD0048,ST005,EMP005,1,19,Khalti,Completed
TXN003049,2025-08-04,CUST0076,PROD0021,ST003,EMP008,3,5,Cash,Completed
TXN001807,2025-02-06,CUST0039,PROD0033,ST003,EMP013,7,20,eSewa,Returned
TXN004347,2025-10-31,CUST0023,PROD0006,ST003,EMP013,5,24,Khalti,Completed
TXN003222,2025-09-22,CUST0039,PROD0060,ST001,EMP006,7,19,Khalti,Cancelled
TXN001628,2025-07-29,CUST0073,PROD0030,ST005,EMP010,8,21,Bank Transfer,Completed
TXN004435,2025-02-06,CUST0008,PROD0033,ST005,EMP015,8,18,Khalti,Completed
TXN002232,2025-09-26,CUST0097,PROD0005,ST004,EMP014,6,30,eSewa,Returned
TXN000887,2025-09-05,CUST0042,PROD0023,ST001,EMP001,3,15,eSewa,Returned
TXN002501,2025-04-22,CUST0068,PROD0036,ST001,EMP006,4,8,eSewa,Completed
TXN000931,2025-11-10,CUST0086,PROD0043,ST004,EMP014,3,6,eSewa,Cancelled
TXN003048,2025-04-25,CUST0043,PROD0058,ST003,EMP018,1,30,Card,Completed
TXN002079,2025-12-23,CUST0051,PROD0027,ST002,EMP002,5,10,Bank Transfer,Completed
TXN002345,2025-08-11,CUST0023,PROD0032,ST004,EMP019,4,5,Card,Returned
TXN004739,2025-03-20,CUST0078,PROD0054,ST001,EMP001,8,15,Card,Completed
TXN002317,2025-04-02,CUST0031,PROD0022,ST003,EMP008,7,19,eSewa,Returned
TXN002644,2025-03-27,CUST0060,PROD0026,ST004,EMP014,8,9,Card,Completed
TXN004465,2025-10-31,CUST0035,PROD0044,ST005,EMP010,2,26,Cash,Completed
TXN001823,2025-06-07,CUST0049,PROD0003,ST003,EMP013,8,18,Cash,Completed
TXN000928,2025-05-23,CUST0099,PROD0042,ST005,EMP005,7,29,eSewa,Completed
TXN000167,2025-06-23,CUST0059,PROD0053,ST002,EMP007,2,20,Bank Transfer,Completed
TXN004083,2025-07-09,CUST0090,PROD0010,ST004,EMP019,2,24,eSewa,Completed
TXN002863,2025-07-09,CUST0093,PROD0021,ST004,EMP004,7,28,Cash,Completed
TXN001513,2025-01-18,CUST0010,PROD0051,ST005,EMP020,6,30,Card,Returned
TXN004089,2025-12-11,CUST0045,PROD0006,ST003,EMP008,1,13,eSewa,Completed
TXN000771,2025-11-17,CUST0047,PROD0043,ST002,EMP007,2,8,Bank Transfer,Returned
TXN003677,2025-07-08,CUST0049,PROD0025,ST004,EMP019,3,23,eSewa,coMpLetEd
TXN000664,2025-04-27,CUST0039,PROD0051,ST001,EMP016,1,25, Card,Returned
 TXN002942  ,2025-08-16,CUST0050,PROD0043,ST005,EMP005,7,21,Card,Completed
TXN001782,2025-10-08,CUST0088,PROD0039,ST003,EMP008,2,23,Card,Returned
TXN001638,2025-02-10,CUST0031,PROD0036,ST003,EMP003,1,19,Cash,Cancelled
TXN000830,2025-01-28,CUST0060,PROD0018,ST003,EMP008,8,13,cash,Completed
TXN000483,2025-02-30,CUST0036,PROD0013,ST005,EMP015,8,25,Card,Returned
TXN002619,2025-04-29,CUST0033,PROD0031,ST005,EMP010,2,15,ESEWA,Cancelled
TXN003587,2025-11-13,CUST0004,PROD0026,ST002,EMP002,2,28,eSewa,Returned
TXN000203,2025-05-22,CUST0055,PROD0037,ST003,EMP018,7,25,Bank Transfer,Completed
TXN004192,2025-07-10,CUST0075,PROD0020,ST005,EMP020,3,11,Khalti,Completed
TXN003786,2025-02-03,CUST0063,PROD0056,ST002,EMP002,8,8,Cash,Completed
TXN000332,2025-07-30,CUST0071,PROD0055,ST004,EMP019,8,15,khalti,Completed
TXN001492,2025-09-06,CUST0043,PROD0034,ST004,EMP009,1,,eSewa,Cancelled
TXN003352,2025-04-21,CUST0002,PROD0032,ST004,EMP014,4,16,Card,Cancelled
TXN001827,2025-03-27,CUST0100,PROD0035,ST002,EMP017,2,10,Bank Transfer,Returned
TXN004712,2025-09-06,CUST0084,PROD0031,ST003,EMP008,3,22,Cash,Completed
TXN001346,2025-10-02,CUST0044,PROD0049,ST002,EMP017,2,19,Khalti  ,Returned
  TXN000619,2025-10-22,CUST0003,PROD0042,ST005,EMP010,1,26,Khalti,Completed
TXN002966,2025-10-03,CUST0052,PROD0034,ST005,EMP020,7,8,Bank Transfer,Completed
TXN002462,2025-03-21,CUST0010,PROD0015,ST003,EMP018,3,0,Bank Transfer,Completed
TXN003270,2025-05-13,CUST0008,PROD0010,ST004,EMP009,1,16,Khalti,Cancelled
TXN002956,2025-05-21,CUST0062,PROD0023,ST001,EMP001,5,13,Cash,Returned
TXN004335,2025-03-24,CUST0022,PROD0020,ST002,EMP007,2,23,eSewa,Completed
TXN001511,2025-04-08,CUST0025,PROD0014,ST001,EMP016,5,27,eSewa,Completed
TXN002631,2025-03-02,CUST0032,PROD0020,ST004,EMP014,1,14,Bank Transfer,Cancelled
TXN004566,2025-01-06,CUST0095,PROD0014,ST002,EMP012,1,10,eSewa,Completed
TXN002374,2025-02-12,CUST0073,PROD0036,ST004,EMP009,2,16,Khalti,Completed
TXN003278,2025-09-23,CUST0009,PROD0023,ST004,EMP004,3,17,Cash,Returned
TXN000703,2025-07-31,CUST0021,PROD0059,ST005,EMP010,4,0,Cash,Completed
TXN001518,2025-12-04,CUST0081,PROD0045,ST004,EMP009,8,,Khalti,Completed
TXN002425,2025-03-23,CUST0068,PROD0058,ST004,EMP019,2,0,Khalti,Cancelled
TXN003861,2025-04-15,CUST0065,PROD0005,ST001,EMP011,3,6,eSewa,Cancelled
TXN003079,2025-07-15,CUST0079,PROD0008,ST003,EMP008,1,17,Cash,Completed
TXN000429,2025-02-17,CUST0067,PROD0035,ST005,EMP005,5,5,Cash,Completed
TXN002859,2025-09-03,CUST0057,PROD0011,ST004,EMP014,5,29,Bank Transfer,completed
TXN001281,2025-10-14,CUST0007,PROD0011,ST002,EMP012,5,14,eSewa,Cancelled
TXN001859,2025-06-20,CUST0064,PROD0009,ST005,EMP005,4,25,eSewa,Returned
TXN000305,2025-05-21,CUST0033,PROD0009,ST004,EMP009,5,5,Bank Transfer,Cancelled
TXN001238,2025-08-17,CUST0074,PROD0025,ST002,EMP012,3,0,Khalti,Completed
TXN002609,2025-02-08,CUST0029,PROD0055,ST001,EMP016,7,29,eSewa,Completed
TXN000821,2025-03-24,CUST0090,PROD0041,ST005,EMP015,4,20,eSewa,Cancelled
TXN003935,2025-01-29,CUST0026,PROD0040,ST001,EMP001,4,0,Card,Completed
TXN000871,2025-05-02,CUST0009,PROD0010,ST002,EMP012,2,,Cash,Cancelled
TXN004494,2025-04-27,CUST0083,PROD0027,ST004,EMP019,5,29,Card,Returned
TXN003653,2025-11-08,CUST0071,PROD0025,ST001,EMP011,4,9,Card,Completed
TXN001709,2025-04-15,CUST0077,PROD0030,ST001,EMP011,4,22,Card,Completed
TXN000045,2025-07-13,CUST0048,PROD0058,ST004,EMP014,7,27,Bank Transfer,Completed
TXN000311,2025-05-09,CUST0045,PROD0015,ST005,EMP015,4,1,Bank Transfer,Cancelled
TXN004686,2025-06-15,CUST0032,PROD0025,ST002,EMP007,3,7,Card,Completed
TXN003040,2025-01-20,CUST0009,PROD0033,ST004,EMP009,3,25,Card,Returned
TXN003371,2025-04-11,CUST0049,PROD0015,ST003,EMP003,6,22,eSewa,Completed
TXN004551,2025-01-20,CUST0079,PROD0010,ST005,EMP005,7,11,Khalti,Cancelled
TXN001399,2025-03-06,CUST0062,PROD0020,ST004,EMP019,4,6,eSewa,Completed
TXN002117,2025-10-09,CUST0089,PROD0010,ST003,EMP018,6,27,Cash,Completed
TXN003170,2025-10-16,CUST0084,PROD0040,ST002,EMP012,5,30,Cash,Cancelled
TXN002588,2025-11-06,CUST0018,PROD0047,ST001,EMP011,1,11,Cash,Completed
TXN001179,2025-02-16,CUST0039,PROD0056,ST002,EMP012,4,,Khalti,Returned
TXN003637,2025-09-08,CUST0023,PROD0005,ST001,EMP011,4,12,Khalti,Completed
TXN002905,2025-07-02,CUST0026,PROD0027,ST004,EMP014,4,16,Cash,Returned
TXN002883,2025-02-19,CUST0008,PROD0035,ST005,EMP005,1,4,eSewa,COMPLETED
TXN002129,2025-01-18,CUST0096,PROD0031,ST002,EMP007,1,15,Bank Transfer,Completed
TXN001502,2025-03-06,CUST0098,PROD0039,ST002,EMP007,-7,,Cash,Completed
TXN001985,2025-03-04,CUST0078,PROD0009,ST005,EMP015,7,22,Bank Transfer,Returned
TXN001895,00/00/2025,CUST0082,PROD0006,ST005,EMP020,8,27,Cash,Completed
TXN003150,2025-03-27,CUST0074,PROD0048,ST004,EMP014,4,12,Khalti,Completed
TXN001310,2025-05-07,CUST0023,PROD0026,ST003,EMP013,7,3,Cash,Completed
TXN002693,2025-05-06,CUST0055,PROD0033,ST003,EMP013,1,6,Khalti,Returned
TXN003720,2025-09-30,CUST0050,PROD0012,ST005,EMP010,7,11,Khalti,Completed
TXN001495,2025-05-11,CUST0029,PROD0045,ST002,EMP012,2,25,eSewa,Completed
TXN000606,2025-06-12,CUST0094,PROD0012,ST003,EMP013,3,25,Card,Returned
TXN004005,2025-07-18,CUST0039,PROD0060,ST002,EMP012,2,17,Bank Transfer,COMPLETED
TXN001757,2025-10-14,CUST0096,PROD0052,ST003,EMP013,8,6,eSewa,Cancelled
TXN000370,2025-09-24,CUST0098,PROD0005,ST004,EMP004,8,21,Khalti,Completed
TXN001875,2025-11-02,CUST0063,PROD0035,ST002,EMP002,3,21,Cash,Completed
TXN000099,2025-11-29,CUST0042,PROD0026,ST003,EMP018,2,30,Card,Completed
TXN002715,2025-09-26,CUST0083,PROD0034,ST005,EMP015,8,19,eSewa,Cancelled
TXN000841,2025-12-06,CUST0013,PROD0055,ST004,EMP019,6,22,Bank Transfer,Returned
TXN001704,2025-09-01,CUST0087,PROD0038,ST004,EMP004,2,13,eSewa,Completed
TXN003265,2025-05-09,CUST0023,PROD0030,ST003,EMP013,6,7,eSewa,Returned
TXN003370,2025-08-07,CUST0012,PROD0014,ST001,EMP011,4,7,Cash,Cancelled
  TXN001952,2025-08-23,CUST0058,PROD0010,ST005,EMP010,4,14,Bank Transfer,Completed
TXN003261,2025-01-16,CUST0034,PROD0056,ST003,EMP003,2,2,Bank Transfer,Completed
TXN000040,2025-06-01,CUST0089,PROD0008,ST005,EMP010,6,4,Khalti,Completed
TXN000877,2025-08-17,CUST0087,PROD0049,ST003,EMP003,1,10,Bank Transfer,Completed
TXN004385,2025-11-29,CUST0069,PROD0014,ST003,EMP008,7,13,Cash,Cancelled
TXN001211,2025-11-18,CUST0033,PROD0012,ST003,EMP018,3,24,Card,Completed
  TXN004475 ,2025-03-14,CUST0057,PROD0054,ST004,EMP014,8,19,eSewa,Completed
TXN000093,2025-11-09,CUST0009,PROD0034,ST005,EMP005,3,20,Card,Completed
TXN001304,2025-12-20,CUST0025,PROD0012,ST003,EMP003,2,8,Bank Transfer,Completed
TXN003042,2025-04-14,CUST0018,PROD0049,ST005,EMP015,1,,Card,Completed
TXN002602,2025-04-20,CUST0060,PROD0060,ST003,EMP013,7,7,Cash,returned
TXN002594,2025-11-20,CUST0092,PROD0060,ST001,EMP006,7,23,eSewa,Completed
TXN000899,2025-06-02,CUST0098,PROD0037,ST002,EMP007,4,11,Khalti,Completed
TXN000373,2025-01-24,CUST0042,PROD0004,ST005,EMP010,3,23,Bank Transfer,Completed
TXN001614,2025-03-01,CUST0067,PROD0025,ST001,EMP006,4,8,eSewa,Completed
TXN002623,2025-11-08,CUST0052,PROD0002,ST004,EMP004,6,4,Khalti,Completed
TXN003763,2025-06-30,CUST0034,PROD0052,ST001,EMP006,2,6,Bank Transfer,Completed
TXN000769,2025-09-06,CUST0041,PROD0034,ST002,EMP017,3,15,Khalti,Completed
TXN000325,2025-08-19,CUST0019,PROD0041,ST002,EMP007,7,22,Cash,Returned
TXN000169,2025-07-16,CUST0078,PROD0057,ST005,EMP020,7,24,Card,Completed
TXN003899,2025-12-14,CUST0013,PROD0002,ST001,EMP001,6,23,Card,Returned
TXN000691,2025-03-28,CUST0071,PROD0054,ST002,EMP007,1,28,Bank Transfer,RETURNED
TXN001717,2025-03-29,CUST0032,PROD0050,ST003,EMP003,1,4,Card,Cancelled
TXN003362,2025-06-24,CUST0093,PROD0001,ST004,EMP014,8,18,Khalti,Completed
TXN001054,2025-12-05,CUST0070,PROD0044,ST002,EMP012,5,18, Khalti ,Completed
TXN000186,2025-12-10,CUST0063,PROD0022,ST004,EMP019,4,28,Card,Completed
TXN000366,2025-09-09,CUST0023,PROD0001,ST002,EMP012,2,21,Cash,Completed
TXN002617,2025-12-02,CUST0013,PROD0019,ST004,EMP009,4,1,Bank Transfer,Completed
TXN002419,2025-05-18,CUST0090,PROD0014,ST002,EMP002,2,26,Khalti,Completed
TXN001133,2025-09-21,CUST0004,PROD0014,ST005,EMP005,8,5,Cash,Completed
TXN000590,2025-12-16,CUST0080,PROD0021,ST002,EMP017,7,28,Cash,Returned
TXN004665,2025-06-22,CUST0087,PROD0055,ST003,EMP008,7,27,Card,Cancelled
TXN004507,2025-08-14,CUST0070,PROD0054,ST001,EMP001,6,22,Cash,Completed
TXN002326,2025-06-07,CUST0058,PROD0021,ST002,EMP012,2,15,Cash,Completed
TXN000914,2025-07-03,CUST0058,PROD0008,ST004,EMP009,7,10,Khalti,Completed
TXN004802,2025-10-08,CUST0098,PROD0056,ST005,EMP010,8,,eSewa,Returned
TXN003574,2025-03-10,CUST0030,PROD0047,ST001,EMP016,2,12,Bank Transfer,Completed
TXN003412,2025-04-20,CUST0021,PROD0007,ST004,EMP014,5,11,Bank Transfer,Completed
TXN002210,2025-12-29,CUST0049,PROD0060,ST005,EMP020,8,6,Cash,Returned
TXN004378,2025-04-05,CUST0057,PROD0036,ST005,EMP005,1,3,Card,Completed
TXN000773,2025-02-02,CUST0012,PROD0048,ST004,EMP009,3,7,Card,Returned
TXN002584,2025-01-18,CUST0071,PROD0039,ST003,EMP018,4,14,eSewa,Completed
TXN001113,2025-04-17,CUST0025,PROD0028,ST004,EMP019,1,28,eSewa,Returned
TXN004314,2025-04-19,CUST0009,PROD0028,ST004,EMP019,8,30,Cash,Completed
TXN003418,2025-03-14,CUST0092,PROD0019,ST002,EMP002,8,20,Card,Completed
TXN004867,2025-04-04,CUST0030,PROD0028,ST003,EMP003,6,2,Bank Transfer,Completed
TXN003415,2025-10-26,CUST0040,PROD0032,ST004,EMP014,6,15,KHALTI,Cancelled
TXN001731,2025-10-21,CUST0018,PROD0017,ST004,EMP014,8,25,eSewa,Completed
TXN001140,2025-12-20,CUST0023,PROD0032,ST003,EMP008,4,3,Khalti,Returned
TXN001491,2025-03-31,CUST0059,PROD0004,ST004,EMP004,7,8,eSewa,Completed
 TXN001468 ,2025-08-08,CUST0022,PROD0015,ST001,EMP016,6,12,Bank Transfer,Completed
TXN004039,2025-08-19,CUST0068,PROD0028,ST005,EMP015,4,17,Cash,Completed
TXN000545,2025-05-16,CUST0038,PROD0020,ST004,EMP004,-4,12,Card,Completed
TXN001765,2025-07-05,CUST0034,PROD0052,ST005,EMP020,5,15,Card,Returned
TXN004106,2025-07-11,CUST0041,PROD0043,ST004,EMP009,7,20,Bank Transfer,completed
TXN003167,2025-01-27,CUST0061,PROD0008,ST002,EMP017,1,12,eSewa,Completed
TXN002736,2025-09-27,CUST0061,PROD0041,ST002,EMP012,1,0,eSewa,Completed
TXN002502,2025-03-17,CUST0027,PROD0018,ST005,EMP010,2,8,Bank Transfer,Completed
TXN000936,2025-01-31,CUST0006,PROD0058,ST002,EMP007,1,23,eSewa,Completed
TXN003963,2025-01-07,CUST0081,PROD0001,ST001,EMP011,8,10,eSewa,Completed
